val_loss,val_mse,epoch,step,train_loss,train_mse
0.013029821217060089,0.026059642434120178,94,103929,,
,,94,103929,0.00825006514787674,0.01650013029575348
0.013026601634919643,0.026053203269839287,95,105023,,
,,95,105023,0.00825013592839241,0.01650027185678482
0.013023466803133488,0.026046933606266975,96,106117,,
,,96,106117,0.008250185288488865,0.01650037057697773
0.013020376674830914,0.026040753349661827,97,107211,,
,,97,107211,0.008250251412391663,0.016500502824783325
0.01301735918968916,0.02603471837937832,98,108305,,
,,98,108305,0.00825030729174614,0.01650061458349228
0.013014408759772778,0.026028817519545555,99,109399,,
,,99,109399,0.008250371553003788,0.016500743106007576
