val_loss,val_mse,epoch,step,train_loss,train_mse,test_loss,test_mse
0.008617331273853779,0.017234662547707558,0,1093,,,,
,,0,1093,0.01048441231250763,0.02096882462501526,,
0.00817747600376606,0.01635495200753212,1,2187,,,,
,,1,2187,0.008201159536838531,0.016402319073677063,,
0.008027237839996815,0.01605447567999363,2,3281,,,,
,,2,3281,0.007962833158671856,0.015925666317343712,,
0.007927743718028069,0.015855487436056137,3,4375,,,,
,,3,4375,0.007848055101931095,0.01569611020386219,,
0.007840239442884922,0.015680478885769844,4,5469,,,,
,,4,5469,0.007771252188831568,0.015542504377663136,,
0.0077753132209181786,0.015550626441836357,5,6563,,,,
,,5,6563,0.007707186043262482,0.015414372086524963,,
0.007736705709248781,0.015473411418497562,6,7657,,,,
,,6,7657,0.007659246679395437,0.015318493358790874,,
0.00769795523956418,0.01539591047912836,7,8751,,,,
,,7,8751,0.007620008196681738,0.015240016393363476,,
0.007667391560971737,0.015334783121943474,8,9845,,,,
,,8,9845,0.0075880479998886585,0.015176095999777317,,
0.00763843534514308,0.01527687069028616,9,10939,,,,
,,9,10939,0.007562390062958002,0.015124780125916004,,
0.007607101928442717,0.015214203856885433,10,12033,,,,
,,10,12033,0.007536811754107475,0.01507362350821495,,
0.007587461266666651,0.015174922533333302,11,13127,,,,
,,11,13127,0.007513684220612049,0.015027368441224098,,
0.007559952791780233,0.015119905583560467,12,14221,,,,
,,12,14221,0.007489681709557772,0.014979363419115543,,
0.007535278331488371,0.015070556662976742,13,15315,,,,
,,13,15315,0.0074664014391601086,0.014932802878320217,,
0.007513540796935558,0.015027081593871117,14,16409,,,,
,,14,16409,0.007446628529578447,0.014893257059156895,,
0.007500549778342247,0.015001099556684494,15,17503,,,,
,,15,17503,0.0074228569865226746,0.014845713973045349,,
0.007472079247236252,0.014944158494472504,16,18597,,,,
,,16,18597,0.007401446811854839,0.014802893623709679,,
0.007455017417669296,0.014910034835338593,17,19691,,,,
,,17,19691,0.007377673871815205,0.01475534774363041,,
0.007428232114762068,0.014856464229524136,18,20785,,,,
,,18,20785,0.007356535643339157,0.014713071286678314,,
0.00740499421954155,0.0148099884390831,19,21879,,,,
,,19,21879,0.007334183435887098,0.014668366871774197,,
0.0073878951370716095,0.014775790274143219,20,22973,,,,
,,20,22973,0.007315552793443203,0.014631105586886406,,
0.007368200924247503,0.014736401848495007,21,24067,,,,
,,21,24067,0.0072974530048668385,0.014594906009733677,,
0.007351817097514868,0.014703634195029736,22,25161,,,,
,,22,25161,0.0072807250544428825,0.014561450108885765,,
0.007337256800383329,0.014674513600766659,23,26255,,,,
,,23,26255,0.007265082560479641,0.014530165120959282,,
0.007326293736696243,0.014652587473392487,24,27349,,,,
,,24,27349,0.007249259389936924,0.014498518779873848,,
0.007317591458559036,0.014635182917118073,25,28443,,,,
,,25,28443,0.00723668048158288,0.01447336096316576,,
0.0073091392405331135,0.014618278481066227,26,29537,,,,
,,26,29537,0.007223869673907757,0.014447739347815514,,
0.0072986711747944355,0.014597342349588871,27,30631,,,,
,,27,30631,0.007212774828076363,0.014425549656152725,,
0.007294175680726767,0.014588351361453533,28,31725,,,,
,,28,31725,0.007202737033367157,0.014405474066734314,,
0.007278116419911385,0.01455623283982277,29,32819,,,,
,,29,32819,0.007194858975708485,0.01438971795141697,,
0.007274001836776733,0.014548003673553467,30,33913,,,,
,,30,33913,0.007184957154095173,0.014369914308190346,,
0.007271101698279381,0.014542203396558762,31,35007,,,,
,,31,35007,0.007174467667937279,0.014348935335874557,,
0.007266159635037184,0.014532319270074368,32,36101,,,,
,,32,36101,0.007166591007262468,0.014333182014524937,,
0.007270655129104853,0.014541310258209705,33,37195,,,,
,,33,37195,0.007158351130783558,0.014316702261567116,,
0.007264388259500265,0.01452877651900053,34,38289,,,,
,,34,38289,0.007151780184358358,0.014303560368716717,,
0.0072480724193155766,0.014496144838631153,35,39383,,,,
,,35,39383,0.007140956353396177,0.014281912706792355,,
0.007247799541801214,0.014495599083602428,36,40477,,,,
,,36,40477,0.0071350326761603355,0.014270065352320671,,
0.007240884471684694,0.014481768943369389,37,41571,,,,
,,37,41571,0.007127629593014717,0.014255259186029434,,
0.007229567505419254,0.014459135010838509,38,42665,,,,
,,38,42665,0.007120255846530199,0.014240511693060398,,
0.007226794026792049,0.014453588053584099,39,43759,,,,
,,39,43759,0.007113390136510134,0.014226780273020267,,
0.007229045033454895,0.01445809006690979,40,44853,,,,
,,40,44853,0.0071076760068535805,0.014215352013707161,,
0.007222529035061598,0.014445058070123196,41,45947,,,,
,,41,45947,0.0071015069261193275,0.014203013852238655,,
0.007220221683382988,0.014440443366765976,42,47041,,,,
,,42,47041,0.007094944827258587,0.014189889654517174,,
0.007221851963549852,0.014443703927099705,43,48135,,,,
,,43,48135,0.007088901940733194,0.014177803881466389,,
0.007218093145638704,0.014436186291277409,44,49229,,,,
,,44,49229,0.007085598073899746,0.014171196147799492,,
0.007212348282337189,0.014424696564674377,45,50323,,,,
,,45,50323,0.007081077434122562,0.014162154868245125,,
0.007205306552350521,0.014410613104701042,46,51417,,,,
,,46,51417,0.007075911853462458,0.014151823706924915,,
0.007200168911367655,0.01440033782273531,47,52511,,,,
,,47,52511,0.007070645224303007,0.014141290448606014,,
0.007192975841462612,0.014385951682925224,48,53605,,,,
,,48,53605,0.007066445425152779,0.014132890850305557,,
0.007193215657025576,0.014386431314051151,49,54699,,,,
,,49,54699,0.007062253076583147,0.014124506153166294,,
0.0071917567402124405,0.014383513480424881,50,55793,,,,
,,50,55793,0.007057844661176205,0.01411568932235241,,
0.007187552284449339,0.014375104568898678,51,56887,,,,
,,51,56887,0.007053412962704897,0.014106825925409794,,
0.007178668398410082,0.014357336796820164,52,57981,,,,
,,52,57981,0.007048202212899923,0.014096404425799847,,
0.007175398524850607,0.014350797049701214,53,59075,,,,
,,53,59075,0.007044277153909206,0.014088554307818413,,
0.007174359634518623,0.014348719269037247,54,60169,,,,
,,54,60169,0.0070408848114311695,0.014081769622862339,,
0.007173303514719009,0.014346607029438019,55,61263,,,,
,,55,61263,0.007036087568849325,0.01407217513769865,,
0.007170469965785742,0.014340939931571484,56,62357,,,,
,,56,62357,0.00703096529468894,0.01406193058937788,,
0.007164156995713711,0.014328313991427422,57,63451,,,,
,,57,63451,0.007026642560958862,0.014053285121917725,,
0.007159802131354809,0.014319604262709618,58,64545,,,,
,,58,64545,0.007021842524409294,0.014043685048818588,,
0.007162374444305897,0.014324748888611794,59,65639,,,,
,,59,65639,0.007017016876488924,0.014034033752977848,,
0.007152977865189314,0.014305955730378628,60,66733,,,,
,,60,66733,0.007013761438429356,0.014027522876858711,,
0.007160212378948927,0.014320424757897854,61,67827,,,,
,,61,67827,0.007008034270256758,0.014016068540513515,,
0.007156682666391134,0.014313365332782269,62,68921,,,,
,,62,68921,0.007003079168498516,0.014006158336997032,,
0.007144444156438112,0.014288888312876225,63,70015,,,,
,,63,70015,0.006998309399932623,0.013996618799865246,,
0.007143402472138405,0.01428680494427681,64,71109,,,,
,,64,71109,0.006992765702307224,0.013985531404614449,,
0.00713278166949749,0.01426556333899498,65,72203,,,,
,,65,72203,0.006986674852669239,0.013973349705338478,,
0.007125284522771835,0.01425056904554367,66,73297,,,,
,,66,73297,0.006981879938393831,0.013963759876787663,,
0.007124414201825857,0.014248828403651714,67,74391,,,,
,,67,74391,0.006977220997214317,0.013954441994428635,,
0.007120076566934586,0.014240153133869171,68,75485,,,,
