val_loss,val_mse,epoch,step,train_loss,train_mse,test_loss,test_mse
,,28,31725,0.00700443284586072,0.01400886569172144,,
0.007134580984711647,0.014269161969423294,29,32819,,,,
,,29,32819,0.006982311140745878,0.013964622281491756,,
0.00711567047983408,0.01423134095966816,30,33913,,,,
,,30,33913,0.006966306362301111,0.013932612724602222,,
0.00709689361974597,0.01419378723949194,31,35007,,,,
,,31,35007,0.006947066634893417,0.013894133269786835,,
0.007101959548890591,0.014203919097781181,32,36101,,,,
,,32,36101,0.006927093490958214,0.013854186981916428,,
0.0070895180106163025,0.014179036021232605,33,37195,,,,
,,33,37195,0.006910900119692087,0.013821800239384174,,
0.007085395511239767,0.014170791022479534,34,38289,,,,
,,34,38289,0.006895505823194981,0.013791011646389961,,
0.0070853764191269875,0.014170752838253975,35,39383,,,,
,,35,39383,0.006882051005959511,0.013764102011919022,,
0.007061220705509186,0.014122441411018372,36,40477,,,,
,,36,40477,0.006866637151688337,0.013733274303376675,,
0.0070481207221746445,0.014096241444349289,37,41571,,,,
,,37,41571,0.006852840073406696,0.013705680146813393,,
0.007033077999949455,0.01406615599989891,38,42665,,,,
,,38,42665,0.006841590162366629,0.013683180324733257,,
0.007037175819277763,0.014074351638555527,39,43759,,,,
,,39,43759,0.006830377504229546,0.013660755008459091,,
0.007019495591521263,0.014038991183042526,40,44853,,,,
,,40,44853,0.006821447983384132,0.013642895966768265,,
0.0070159658789634705,0.014031931757926941,41,45947,,,,
,,41,45947,0.006809601094573736,0.013619202189147472,,
0.007016398012638092,0.014032796025276184,42,47041,,,,
,,42,47041,0.006796239875257015,0.01359247975051403,,
0.007015337236225605,0.01403067447245121,43,48135,,,,
,,43,48135,0.006781973410397768,0.013563946820795536,,
0.007022568490356207,0.014045136980712414,44,49229,,,,
,,44,49229,0.006778184790164232,0.013556369580328465,,
0.007017088588327169,0.014034177176654339,45,50323,,,,
,,45,50323,0.006761494092643261,0.013522988185286522,,
0.007018311880528927,0.014036623761057854,46,51417,,,,
,,46,51417,0.006753900554031134,0.013507801108062267,,
0.007018547970801592,0.014037095941603184,47,52511,,,,
,,47,52511,0.00674092210829258,0.01348184421658516,,
0.006985673680901527,0.013971347361803055,48,53605,,,,
,,48,53605,0.006734587252140045,0.01346917450428009,,
0.0070060426369309425,0.014012085273861885,49,54699,,,,
,,49,54699,0.006725051905959845,0.01345010381191969,,
0.0069990698248147964,0.013998139649629593,50,55793,,,,
,,50,55793,0.006716976407915354,0.013433952815830708,,
0.006990492343902588,0.013980984687805176,51,56887,,,,
,,51,56887,0.006705578416585922,0.013411156833171844,,
0.006995271425694227,0.013990542851388454,52,57981,,,,
,,52,57981,0.006694665178656578,0.013389330357313156,,
0.007004918064922094,0.014009836129844189,53,59075,,,,
,,53,59075,0.006681189406663179,0.013362378813326359,,
0.0069936239160597324,0.013987247832119465,54,60169,,,,
,,54,60169,0.006671283394098282,0.013342566788196564,,
0.0069878133945167065,0.013975626789033413,55,61263,,,,
,,55,61263,0.00666337925940752,0.01332675851881504,,
0.006953209172934294,0.013906418345868587,56,62357,,,,
,,56,62357,0.006654643919318914,0.013309287838637829,,
0.006980547681450844,0.013961095362901688,57,63451,,,,
,,57,63451,0.006645057816058397,0.013290115632116795,,
0.006961241364479065,0.01392248272895813,58,64545,,,,
,,58,64545,0.006642271764576435,0.01328454352915287,,
0.006968141067773104,0.013936282135546207,59,65639,,,,
,,59,65639,0.006625392008572817,0.013250784017145634,,
0.006941337138414383,0.013882674276828766,60,66733,,,,
,,60,66733,0.006618442013859749,0.013236884027719498,,
0.00695012416690588,0.01390024833381176,61,67827,,,,
,,61,67827,0.006607977673411369,0.013215955346822739,,
0.00694686733186245,0.0138937346637249,62,68921,,,,
,,62,68921,0.006601874250918627,0.013203748501837254,,
0.006945469882339239,0.013890939764678478,63,70015,,,,
,,63,70015,0.0065949889831244946,0.013189977966248989,,
0.0069282082840800285,0.013856416568160057,64,71109,,,,
,,64,71109,0.006585502997040749,0.013171005994081497,,
0.006936952471733093,0.013873904943466187,65,72203,,,,
,,65,72203,0.006580664776265621,0.013161329552531242,,
0.006913844496011734,0.013827688992023468,66,73297,,,,
,,66,73297,0.006573425605893135,0.01314685121178627,,
0.006909002549946308,0.013818005099892616,67,74391,,,,
,,67,74391,0.0065640294924378395,0.013128058984875679,,
0.006928467191755772,0.013856934383511543,68,75485,,,,
,,68,75485,0.006556777283549309,0.013113554567098618,,
0.006918730214238167,0.013837460428476334,69,76579,,,,
,,69,76579,0.0065508377738296986,0.013101675547659397,,
0.006897875107824802,0.013795750215649605,70,77673,,,,
,,70,77673,0.006545474752783775,0.01309094950556755,,
0.006895442493259907,0.013790884986519814,71,78767,,,,
,,71,78767,0.006537121720612049,0.013074243441224098,,
0.006902867928147316,0.013805735856294632,72,79861,,,,
,,72,79861,0.006532658822834492,0.013065317645668983,,
0.006882833316922188,0.013765666633844376,73,80955,,,,
,,73,80955,0.006525810807943344,0.013051621615886688,,
0.006868340540677309,0.013736681081354618,74,82049,,,,
,,74,82049,0.0065184528939425945,0.013036905787885189,,
0.006871499586850405,0.01374299917370081,75,83143,,,,
,,75,83143,0.00651424890384078,0.01302849780768156,,
0.006841720547527075,0.01368344109505415,76,84237,,,,
,,76,84237,0.006505583878606558,0.013011167757213116,,
0.006843219976872206,0.013686439953744411,77,85331,,,,
,,77,85331,0.00650272611528635,0.0130054522305727,,
0.006849860772490501,0.013699721544981003,78,86425,,,,
,,78,86425,0.006501529831439257,0.013003059662878513,,
0.00686641177162528,0.01373282354325056,79,87519,,,,
,,79,87519,0.006497721187770367,0.012995442375540733,,
0.006854018196463585,0.01370803639292717,80,88613,,,,
,,80,88613,0.006490199360996485,0.01298039872199297,,
0.006845923140645027,0.013691846281290054,81,89707,,,,
,,81,89707,0.0064856745302677155,0.012971349060535431,,
0.0068407184444367886,0.013681436888873577,82,90801,,,,
,,82,90801,0.006480799987912178,0.012961599975824356,,
0.006844148971140385,0.01368829794228077,83,91895,,,,
,,83,91895,0.0064797489903867245,0.012959497980773449,,
0.006831329315900803,0.013662658631801605,84,92989,,,,
,,84,92989,0.006471914704889059,0.012943829409778118,,
0.006828855257481337,0.013657710514962673,85,94083,,,,
,,85,94083,0.006467591039836407,0.012935182079672813,,
0.0068404278717935085,0.013680879026651382,86,95177,,,,
,,86,95177,0.006462179124355316,0.012924358248710632,,
0.006830973085016012,0.013661946170032024,87,96271,,,,
,,87,96271,0.006461712531745434,0.012923425063490868,,
0.0068281604908406734,0.013656430877745152,88,97365,,,,
,,88,97365,0.006458173505961895,0.01291634701192379,,
0.0068401130847632885,0.013680227100849152,89,98459,,,,
,,89,98459,0.006451888475567102,0.012903776951134205,,
0.006838866509497166,0.01367788016796112,90,99553,,,,
,,90,99553,0.006453000474721193,0.012906000949442387,,
0.006836275104433298,0.01367259118705988,91,100647,,,,
,,91,100647,0.0064461310394108295,0.012892262078821659,,
0.00681370310485363,0.013627550564706326,92,101741,,,,
,,92,101741,0.0064410376362502575,0.012882075272500515,,
0.00685024494305253,0.01370051596313715,93,102835,,,,
,,93,102835,0.006439762655645609,0.012879525311291218,,
0.006811484228819609,0.013623113743960857,94,103929,,,,
,,94,103929,0.0064390879124403,0.0128781758248806,,
0.006815889850258827,0.013632029294967651,95,105023,,,,
,,95,105023,0.0064329528249800205,0.012865905649960041,,
0.006797290872782469,0.013595059514045715,96,106117,,,,
,,96,106117,0.0064282664097845554,0.012856532819569111,,
0.00682656466960907,0.01365398708730936,97,107211,,,,
,,97,107211,0.006429444067180157,0.012858888134360313,,
0.006815603468567133,0.013631542213261127,98,108305,,,,
,,98,108305,0.006422183942049742,0.012844367884099483,,
0.006805223412811756,0.013610884547233582,99,109399,,,,
,,99,109399,0.006416801828891039,0.012833603657782078,,
,,100,109400,,,0.006715614814311266,0.013431229628622532
