val_loss,val_mse,epoch,step,train_loss,train_mse,test_loss,test_mse
0.008711317554116249,0.017422635108232498,0,1093,,,,
,,0,1093,0.010493540205061436,0.020987095311284065,,
0.008275847882032394,0.01655169576406479,1,2187,,,,
,,1,2187,0.00824678409844637,0.01649356819689274,,
0.008091159164905548,0.016182318329811096,2,3281,,,,
,,2,3281,0.008009711280465126,0.016019422560930252,,
0.007980027236044407,0.015960054472088814,3,4375,,,,
,,3,4375,0.007879569195210934,0.015759138390421867,,
0.007904211059212685,0.01580842211842537,4,5469,,,,
,,4,5469,0.007799043785780668,0.015598087571561337,,
0.007852025330066681,0.015704050660133362,5,6563,,,,
,,5,6563,0.007739981636404991,0.015479963272809982,,
0.007818765006959438,0.015637530013918877,6,7657,,,,
,,6,7657,0.007693874649703503,0.015387749299407005,,
0.007784503046423197,0.015569006092846394,7,8751,,,,
,,7,8751,0.007652789819985628,0.015305579639971256,,
0.007749871350824833,0.015499742701649666,8,9845,,,,
,,8,9845,0.007612042594701052,0.015224085189402103,,
0.007720374036580324,0.015440748073160648,9,10939,,,,
,,9,10939,0.0075771389529109,0.0151542779058218,,
0.007689138874411583,0.015378277748823166,10,12033,,,,
,,10,12033,0.007546655833721161,0.015093311667442322,,
0.007665433455258608,0.015330866910517216,11,13127,,,,
,,11,13127,0.007521383929997683,0.015042767859995365,,
0.007645687088370323,0.015291374176740646,12,14221,,,,
,,12,14221,0.00749665591865778,0.01499331183731556,,
0.00761873135343194,0.01523746270686388,13,15315,,,,
,,13,15315,0.007477943319827318,0.014955886639654636,,
0.007604251615703106,0.015208503231406212,14,16409,,,,
,,14,16409,0.007458503823727369,0.014917007647454739,,
0.007579105906188488,0.015158211812376976,15,17503,,,,
,,15,17503,0.007441230583935976,0.014882461167871952,,
0.007567220367491245,0.01513444073498249,16,18597,,,,
,,16,18597,0.007421851623803377,0.014843703247606754,,
0.007554629817605019,0.015109259635210037,17,19691,,,,
,,17,19691,0.007403743918985128,0.014807487837970257,,
0.007534227333962917,0.015068454667925835,18,20785,,,,
,,18,20785,0.007385758683085442,0.014771517366170883,,
0.007525130640715361,0.015050261281430721,19,21879,,,,
,,19,21879,0.007367510348558426,0.014735020697116852,,
0.0075191534124314785,0.015038306824862957,20,22973,,,,
,,20,22973,0.007351726293563843,0.014703452587127686,,
0.007508665788918734,0.015017331577837467,21,24067,,,,
,,21,24067,0.007338665425777435,0.01467733085155487,,
0.007499599829316139,0.014999199658632278,22,25161,,,,
,,22,25161,0.007324483245611191,0.014648966491222382,,
0.007492422126233578,0.014984844252467155,23,26255,,,,
,,23,26255,0.007312625180929899,0.014625250361859798,,
0.007490065414458513,0.014980130828917027,24,27349,,,,
,,24,27349,0.007300089113414288,0.014600178226828575,,
0.007478497922420502,0.014956995844841003,25,28443,,,,
,,25,28443,0.007288237567991018,0.014576475135982037,,
,,26,29335,,,0.007344982121139765,0.01468996424227953
,,26,29335,,,0.007344982121139765,0.01468996424227953
